dataset,zone_file,scenario,op,domain,type,rdata
files-100-500/vn.ua,09.vn.ua..txt,A_UPDATE,DEL,09.vn.ua.,A,78.47.182.129
files-100-500/vn.ua,09.vn.ua..txt,A_UPDATE,ADD,09.vn.ua.,A,192.0.2.253
files-100-500/vn.ua,09.vn.ua..txt,NS_UPDATE,DEL,09.vn.ua.,NS,ns1.09.ua.
files-100-500/vn.ua,09.vn.ua..txt,NS_UPDATE,ADD,09.vn.ua.,NS,ns-inc.09.vn.ua.
files-100-500/vn.ua,4x4.vn.ua..txt,CNAME_UPDATE,DEL,www.4x4.vn.ua.,CNAME,4x4.vn.ua.
files-100-500/vn.ua,4x4.vn.ua..txt,CNAME_UPDATE,ADD,www.4x4.vn.ua.,CNAME,cname-inc.4x4.vn.ua.
files-100-500/voxcdn.com,1714.voxcdn.com..txt,A_ADD,ADD,__aether_veridns_inc__.1714.voxcdn.com.,A,192.0.2.254
files-100-500/voxcdn.com,1714.voxcdn.com..txt,A_UPDATE,DEL,1714.voxcdn.com.,A,107.6.92.97
files-100-500/voxcdn.com,1714.voxcdn.com..txt,A_UPDATE,ADD,1714.voxcdn.com.,A,192.0.2.253
files-100-500/voxcdn.com,voxcdn.com..txt,NS_UPDATE,DEL,voxcdn.com.,NS,ns1.voxcdn.net.
files-100-500/voxcdn.com,voxcdn.com..txt,NS_UPDATE,ADD,voxcdn.com.,NS,ns-inc.voxcdn.com.
files-100-500/voxcdn.com,1714.voxcdn.com..txt,CNAME_UPDATE,DEL,1714.voxcdn.com.,CNAME,content.iad1.site.voxcdn.net.
files-100-500/voxcdn.com,1714.voxcdn.com..txt,CNAME_UPDATE,ADD,1714.voxcdn.com.,CNAME,cname-inc.1714.voxcdn.com.
files-100-500/vrn.ru,1c.vrn.ru..txt,A_ADD,ADD,__aether_veridns_inc__.1c.vrn.ru.,A,192.0.2.254
files-100-500/vrn.ru,1c.vrn.ru..txt,A_UPDATE,DEL,1c.vrn.ru.,A,93.157.149.70
files-100-500/vrn.ru,1c.vrn.ru..txt,A_UPDATE,ADD,1c.vrn.ru.,A,192.0.2.253
files-100-500/vrn.ru,1c.vrn.ru..txt,NS_UPDATE,DEL,1c.vrn.ru.,NS,ns.wpl.ru.
files-100-500/vrn.ru,1c.vrn.ru..txt,NS_UPDATE,ADD,1c.vrn.ru.,NS,ns-inc.1c.vrn.ru.
files-100-500/vrn.ru,advecs.vrn.ru..txt,CNAME_UPDATE,DEL,intranet.advecs.vrn.ru.,CNAME,www.advecs.vrn.ru.
files-100-500/vrn.ru,advecs.vrn.ru..txt,CNAME_UPDATE,ADD,intranet.advecs.vrn.ru.,CNAME,cname-inc.advecs.vrn.ru.
files-100-500/w3wb.com,aboutchristmas.w3wb.com..txt,A_ADD,ADD,__aether_veridns_inc__.aboutchristmas.w3wb.com.,A,192.0.2.254
files-100-500/w3wb.com,aboutchristmas.w3wb.com..txt,A_UPDATE,DEL,aboutchristmas.w3wb.com.,A,64.74.223.41
files-100-500/w3wb.com,aboutchristmas.w3wb.com..txt,A_UPDATE,ADD,aboutchristmas.w3wb.com.,A,192.0.2.253
files-100-500/w3wb.com,w3wb.com..txt,NS_UPDATE,DEL,w3wb.com.,NS,ns69.domaincontrol.com.
files-100-500/w3wb.com,w3wb.com..txt,NS_UPDATE,ADD,w3wb.com.,NS,ns-inc.w3wb.com.
files-100-500/w3wb.com,w3wb.com..txt,CNAME_UPDATE,DEL,www.w3wb.com.,CNAME,w3wb.com.
files-100-500/w3wb.com,w3wb.com..txt,CNAME_UPDATE,ADD,www.w3wb.com.,CNAME,cname-inc.w3wb.com.
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,A_ADD,ADD,__aether_veridns_inc__.agencymeddirectors.wa.gov.,A,192.0.2.254
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,A_UPDATE,DEL,agencymeddirectors.wa.gov.,A,198.239.150.79
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,A_UPDATE,ADD,agencymeddirectors.wa.gov.,A,192.0.2.253
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,NS_UPDATE,DEL,agencymeddirectors.wa.gov.,NS,lynx.state.or.us.
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,NS_UPDATE,ADD,agencymeddirectors.wa.gov.,NS,ns-inc.agencymeddirectors.wa.gov.
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,CNAME_UPDATE,DEL,www.agencymeddirectors.wa.gov.,CNAME,shw2web4.wa.gov.
files-100-500/wa.gov,agencymeddirectors.wa.gov..txt,CNAME_UPDATE,ADD,www.agencymeddirectors.wa.gov.,CNAME,cname-inc.agencymeddirectors.wa.gov.
files-100-500/warriorhall.com,alimonyillinois.warriorhall.com..txt,A_ADD,ADD,__aether_veridns_inc__.alimonyillinois.warriorhall.com.,A,192.0.2.254
files-100-500/warriorhall.com,alimonyillinois.warriorhall.com..txt,A_UPDATE,DEL,alimonyillinois.warriorhall.com.,A,82.98.86.169
files-100-500/warriorhall.com,alimonyillinois.warriorhall.com..txt,A_UPDATE,ADD,alimonyillinois.warriorhall.com.,A,192.0.2.253
files-100-500/warriorhall.com,alimonyillinois.warriorhall.com..txt,NS_UPDATE,DEL,alimonyillinois.warriorhall.com.,NS,ns1.sedoparking.com.
files-100-500/warriorhall.com,alimonyillinois.warriorhall.com..txt,NS_UPDATE,ADD,alimonyillinois.warriorhall.com.,NS,ns-inc.alimonyillinois.warriorhall.com.
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,A_ADD,ADD,__aether_veridns_inc__.12lo.warszawa.pl.,A,192.0.2.254
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,A_UPDATE,DEL,12lo.warszawa.pl.,A,89.161.202.229
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,A_UPDATE,ADD,12lo.warszawa.pl.,A,192.0.2.253
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,NS_UPDATE,DEL,12lo.warszawa.pl.,NS,dns.home.pl.
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,NS_UPDATE,ADD,12lo.warszawa.pl.,NS,ns-inc.12lo.warszawa.pl.
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,CNAME_UPDATE,DEL,www.12lo.warszawa.pl.,CNAME,12lo.warszawa.pl.
files-100-500/warszawa.pl,12lo.warszawa.pl..txt,CNAME_UPDATE,ADD,www.12lo.warszawa.pl.,CNAME,cname-inc.12lo.warszawa.pl.
files-100-500/washington.edu,aa.washington.edu..txt,A_ADD,ADD,__aether_veridns_inc__.aa.washington.edu.,A,192.0.2.254
files-100-500/washington.edu,aa.washington.edu..txt,A_UPDATE,DEL,mail.aa.washington.edu.,A,-all
files-100-500/washington.edu,aa.washington.edu..txt,A_UPDATE,ADD,mail.aa.washington.edu.,A,192.0.2.253
files-100-500/washington.edu,aa.washington.edu..txt,NS_UPDATE,DEL,aa.washington.edu.,NS,challenger.aa.washington.edu.
files-100-500/washington.edu,aa.washington.edu..txt,NS_UPDATE,ADD,aa.washington.edu.,NS,ns-inc.aa.washington.edu.
files-100-500/washington.edu,aa.washington.edu..txt,CNAME_UPDATE,DEL,alfven.aa.washington.edu.,CNAME,plasma.aa.washington.edu.
files-100-500/washington.edu,aa.washington.edu..txt,CNAME_UPDATE,ADD,alfven.aa.washington.edu.,CNAME,cname-inc.aa.washington.edu.
files-100-500/wayport.net,anchoak.wayport.net..txt,A_ADD,ADD,__aether_veridns_inc__.anchoak.wayport.net.,A,192.0.2.254
files-100-500/wayport.net,attrtl128654.wichdal.wayport.net..txt,A_UPDATE,DEL,nmd.attrtl128654.wichdal.wayport.net.,A,75.19.79.229
files-100-500/wayport.net,attrtl128654.wichdal.wayport.net..txt,A_UPDATE,ADD,nmd.attrtl128654.wichdal.wayport.net.,A,192.0.2.253
files-100-500/wayport.net,anchoak.wayport.net..txt,NS_UPDATE,DEL,anchoak.wayport.net.,NS,auth0.wayport.net.
files-100-500/wayport.net,anchoak.wayport.net..txt,NS_UPDATE,ADD,anchoak.wayport.net.,NS,ns-inc.anchoak.wayport.net.
files-100-500/wayport.net,corp.aus.wayport.net..txt,CNAME_UPDATE,DEL,calltracker.corp.aus.wayport.net.,CNAME,calltracker.corp.wayport.net.
files-100-500/wayport.net,corp.aus.wayport.net..txt,CNAME_UPDATE,ADD,calltracker.corp.aus.wayport.net.,CNAME,cname-inc.corp.aus.wayport.net.
files-100-500/wblogin.com,42ndstreet.wblogin.com..txt,A_ADD,ADD,__aether_veridns_inc__.42ndstreet.wblogin.com.,A,192.0.2.254
files-100-500/wblogin.com,42ndstreet.wblogin.com..txt,A_UPDATE,DEL,42ndstreet.wblogin.com.,A,8.5.1.37
files-100-500/wblogin.com,42ndstreet.wblogin.com..txt,A_UPDATE,ADD,42ndstreet.wblogin.com.,A,192.0.2.253
files-100-500/wblogin.com,wblogin.com..txt,NS_UPDATE,DEL,wblogin.com.,NS,ns1.above.com.
files-100-500/wblogin.com,wblogin.com..txt,NS_UPDATE,ADD,wblogin.com.,NS,ns-inc.wblogin.com.
files-100-500/wcpss.net,aldertrootes.wcpss.net..txt,A_ADD,ADD,__aether_veridns_inc__.aldertrootes.wcpss.net.,A,192.0.2.254
files-100-500/wcpss.net,aldertrootes.wcpss.net..txt,A_UPDATE,DEL,aldertrootes.wcpss.net.,A,24.171.168.207
files-100-500/wcpss.net,aldertrootes.wcpss.net..txt,A_UPDATE,ADD,aldertrootes.wcpss.net.,A,192.0.2.253
files-100-500/wcpss.net,aldertrootes.wcpss.net..txt,NS_UPDATE,DEL,aldertrootes.wcpss.net.,NS,ns1.wcpss.net.
files-100-500/wcpss.net,aldertrootes.wcpss.net..txt,NS_UPDATE,ADD,aldertrootes.wcpss.net.,NS,ns-inc.aldertrootes.wcpss.net.
files-100-500/wcpss.net,apexes.wcpss.net..txt,CNAME_UPDATE,DEL,apexes.wcpss.net.,CNAME,midgard.wcpss.net.
files-100-500/wcpss.net,apexes.wcpss.net..txt,CNAME_UPDATE,ADD,apexes.wcpss.net.,CNAME,cname-inc.apexes.wcpss.net.
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,A_ADD,ADD,__aether_veridns_inc__.1lokrasnystaw.webd.pl.,A,192.0.2.254
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,A_UPDATE,DEL,1lokrasnystaw.webd.pl.,A,94.75.225.18
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,A_UPDATE,ADD,1lokrasnystaw.webd.pl.,A,192.0.2.253
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,NS_UPDATE,DEL,1lokrasnystaw.webd.pl.,NS,ns5.webd.pl.
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,NS_UPDATE,ADD,1lokrasnystaw.webd.pl.,NS,ns-inc.1lokrasnystaw.webd.pl.
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,CNAME_UPDATE,DEL,www.1lokrasnystaw.webd.pl.,CNAME,1lokrasnystaw.webd.pl.
files-100-500/webd.pl,1lokrasnystaw.webd.pl..txt,CNAME_UPDATE,ADD,www.1lokrasnystaw.webd.pl.,CNAME,cname-inc.1lokrasnystaw.webd.pl.
files-100-500/webng.com,a7lajram.webng.com..txt,A_ADD,ADD,__aether_veridns_inc__.a7lajram.webng.com.,A,192.0.2.254
files-100-500/webng.com,a7lajram.webng.com..txt,A_UPDATE,DEL,a7lajram.webng.com.,A,38.100.19.105
files-100-500/webng.com,a7lajram.webng.com..txt,A_UPDATE,ADD,a7lajram.webng.com.,A,192.0.2.253
files-100-500/webng.com,webng.com..txt,NS_UPDATE,DEL,webng.com.,NS,dns1.name-services.com.
files-100-500/webng.com,webng.com..txt,NS_UPDATE,ADD,webng.com.,NS,ns-inc.webng.com.
files-100-500/webself.net,aspnetdevelopment.webself.net..txt,A_ADD,ADD,__aether_veridns_inc__.aspnetdevelopment.webself.net.,A,192.0.2.254
files-100-500/webself.net,aspnetdevelopment.webself.net..txt,A_UPDATE,DEL,aspnetdevelopment.webself.net.,A,208.111.94.121
files-100-500/webself.net,aspnetdevelopment.webself.net..txt,A_UPDATE,ADD,aspnetdevelopment.webself.net.,A,192.0.2.253
files-100-500/webself.net,webself.net..txt,NS_UPDATE,DEL,webself.net.,NS,dns1.name-services.com.
files-100-500/webself.net,webself.net..txt,NS_UPDATE,ADD,webself.net.,NS,ns-inc.webself.net.
files-100-500/website-start.de,s278642480.website-start.de..txt,A_ADD,ADD,__aether_veridns_inc__.s278642480.website-start.de.,A,192.0.2.254
files-100-500/website-start.de,s278642480.website-start.de..txt,A_UPDATE,DEL,s278642480.website-start.de.,A,82.165.211.44
files-100-500/website-start.de,s278642480.website-start.de..txt,A_UPDATE,ADD,s278642480.website-start.de.,A,192.0.2.253
files-100-500/website-start.de,s278642480.website-start.de..txt,NS_UPDATE,DEL,s278642480.website-start.de.,NS,ns1.website-start.de.
files-100-500/website-start.de,s278642480.website-start.de..txt,NS_UPDATE,ADD,s278642480.website-start.de.,NS,ns-inc.s278642480.website-start.de.
files-100-500/webwealth.us,123freedom.webwealth.us..txt,A_ADD,ADD,__aether_veridns_inc__.123freedom.webwealth.us.,A,192.0.2.254
files-100-500/webwealth.us,123freedom.webwealth.us..txt,A_UPDATE,DEL,123freedom.webwealth.us.,A,64.74.223.47
files-100-500/webwealth.us,123freedom.webwealth.us..txt,A_UPDATE,ADD,123freedom.webwealth.us.,A,192.0.2.253
files-100-500/webwealth.us,webwealth.us..txt,NS_UPDATE,DEL,webwealth.us.,NS,dns1.name-services.com.
files-100-500/webwealth.us,webwealth.us..txt,NS_UPDATE,ADD,webwealth.us.,NS,ns-inc.webwealth.us.
files-100-500/wednet.edu,aasd.wednet.edu..txt,A_ADD,ADD,__aether_veridns_inc__.aasd.wednet.edu.,A,192.0.2.254
files-100-500/wednet.edu,aasd.wednet.edu..txt,A_UPDATE,DEL,aasd.wednet.edu.,A,207.54.156.1
files-100-500/wednet.edu,aasd.wednet.edu..txt,A_UPDATE,ADD,aasd.wednet.edu.,A,192.0.2.253
files-100-500/wednet.edu,aasd.wednet.edu..txt,NS_UPDATE,DEL,aasd.wednet.edu.,NS,apple.wa-k20.net.
files-100-500/wednet.edu,aasd.wednet.edu..txt,NS_UPDATE,ADD,aasd.wednet.edu.,NS,ns-inc.aasd.wednet.edu.
files-100-500/wednet.edu,bham.wednet.edu..txt,CNAME_UPDATE,DEL,www.bham.wednet.edu.,CNAME,bham.wednet.edu.
files-100-500/wednet.edu,bham.wednet.edu..txt,CNAME_UPDATE,ADD,www.bham.wednet.edu.,CNAME,cname-inc.bham.wednet.edu.
files-100-500/wendellbennett.com,a-direct-consolidation-loan.wendellbennett.com..txt,A_ADD,ADD,__aether_veridns_inc__.a-direct-consolidation-loan.wendellbennett.com.,A,192.0.2.254
files-100-500/wendellbennett.com,a-direct-consolidation-loan.wendellbennett.com..txt,A_UPDATE,DEL,a-direct-consolidation-loan.wendellbennett.com.,A,216.38.198.78
files-100-500/wendellbennett.com,a-direct-consolidation-loan.wendellbennett.com..txt,A_UPDATE,ADD,a-direct-consolidation-loan.wendellbennett.com.,A,192.0.2.253
files-100-500/wendellbennett.com,a-direct-consolidation-loan.wendellbennett.com..txt,NS_UPDATE,DEL,a-direct-consolidation-loan.wendellbennett.com.,NS,ns1.namebrightdns.com.
files-100-500/wendellbennett.com,a-direct-consolidation-loan.wendellbennett.com..txt,NS_UPDATE,ADD,a-direct-consolidation-loan.wendellbennett.com.,NS,ns-inc.a-direct-consolidation-loan.wendellbennett.com.
files-100-500/wertot.com,0o8up.wertot.com..txt,A_ADD,ADD,__aether_veridns_inc__.0o8up.wertot.com.,A,192.0.2.254
files-100-500/wertot.com,0o8up.wertot.com..txt,A_UPDATE,DEL,0o8up.wertot.com.,A,64.74.223.36
files-100-500/wertot.com,0o8up.wertot.com..txt,A_UPDATE,ADD,0o8up.wertot.com.,A,192.0.2.253
files-100-500/wertot.com,wertot.com..txt,NS_UPDATE,DEL,wertot.com.,NS,dns1.name-services.com.
files-100-500/wertot.com,wertot.com..txt,NS_UPDATE,ADD,wertot.com.,NS,ns-inc.wertot.com.
files-100-500/wo.tc,10wonsoft.wo.tc..txt,A_ADD,ADD,__aether_veridns_inc__.10wonsoft.wo.tc.,A,192.0.2.254
files-100-500/wo.tc,10wonsoft.wo.tc..txt,A_UPDATE,DEL,10wonsoft.wo.tc.,A,121.254.154.159
files-100-500/wo.tc,10wonsoft.wo.tc..txt,A_UPDATE,ADD,10wonsoft.wo.tc.,A,192.0.2.253
files-100-500/wo.tc,10wonsoft.wo.tc..txt,NS_UPDATE,DEL,10wonsoft.wo.tc.,NS,ns231.dnsever.com.
files-100-500/wo.tc,10wonsoft.wo.tc..txt,NS_UPDATE,ADD,10wonsoft.wo.tc.,NS,ns-inc.10wonsoft.wo.tc.
files-100-500/wo.tc,noel.wo.tc..txt,CNAME_UPDATE,DEL,about.noel.wo.tc.,CNAME,noel.storytlr.com.
files-100-500/wo.tc,noel.wo.tc..txt,CNAME_UPDATE,ADD,about.noel.wo.tc.,CNAME,cname-inc.noel.wo.tc.
files-100-500/www.de,131840.kq.bpod.www.de..txt,A_ADD,ADD,__aether_veridns_inc__.131840.kq.bpod.www.de.,A,192.0.2.254
files-100-500/www.de,131840.kq.bpod.www.de..txt,A_UPDATE,DEL,131840.kq.bpod.www.de.,A,82.98.86.173
files-100-500/www.de,131840.kq.bpod.www.de..txt,A_UPDATE,ADD,131840.kq.bpod.www.de.,A,192.0.2.253
files-100-500/www.de,131840.kq.bpod.www.de..txt,NS_UPDATE,DEL,131840.kq.bpod.www.de.,NS,ns1.sedoparking.com.
files-100-500/www.de,131840.kq.bpod.www.de..txt,NS_UPDATE,ADD,131840.kq.bpod.www.de.,NS,ns-inc.131840.kq.bpod.www.de.
files-100-500/x-y.net,abcenglish.x-y.net..txt,A_ADD,ADD,__aether_veridns_inc__.abcenglish.x-y.net.,A,192.0.2.254
files-100-500/x-y.net,abcenglish.x-y.net..txt,A_UPDATE,DEL,abcenglish.x-y.net.,A,222.122.60.141
files-100-500/x-y.net,abcenglish.x-y.net..txt,A_UPDATE,ADD,abcenglish.x-y.net.,A,192.0.2.253
files-100-500/x-y.net,abcenglish.x-y.net..txt,NS_UPDATE,DEL,abcenglish.x-y.net.,NS,ns.x-y.net.
files-100-500/x-y.net,abcenglish.x-y.net..txt,NS_UPDATE,ADD,abcenglish.x-y.net.,NS,ns-inc.abcenglish.x-y.net.
files-100-500/x0.com,0155.x0.com..txt,A_ADD,ADD,__aether_veridns_inc__.0155.x0.com.,A,192.0.2.254
files-100-500/x0.com,0155.x0.com..txt,A_UPDATE,DEL,0155.x0.com.,A,59.106.13.23
files-100-500/x0.com,0155.x0.com..txt,A_UPDATE,ADD,0155.x0.com.,A,192.0.2.253
files-100-500/x0.com,0155.x0.com..txt,NS_UPDATE,DEL,0155.x0.com.,NS,ns1.dns.ne.jp.
files-100-500/x0.com,0155.x0.com..txt,NS_UPDATE,ADD,0155.x0.com.,NS,ns-inc.0155.x0.com.
files-100-500/x0.com,a-z.x0.com..txt,CNAME_UPDATE,DEL,www.a-z.x0.com.,CNAME,a-z.x0.com.
files-100-500/x0.com,a-z.x0.com..txt,CNAME_UPDATE,ADD,www.a-z.x0.com.,CNAME,cname-inc.a-z.x0.com.
files-100-500/x10.mx,1909.x10.mx..txt,A_ADD,ADD,__aether_veridns_inc__.1909.x10.mx.,A,192.0.2.254
files-100-500/x10.mx,1909.x10.mx..txt,A_UPDATE,DEL,1909.x10.mx.,A,69.175.121.66
files-100-500/x10.mx,1909.x10.mx..txt,A_UPDATE,ADD,1909.x10.mx.,A,192.0.2.253
files-100-500/x10.mx,1909.x10.mx..txt,NS_UPDATE,DEL,1909.x10.mx.,NS,ns1.x10hosting.com.
files-100-500/x10.mx,1909.x10.mx..txt,NS_UPDATE,ADD,1909.x10.mx.,NS,ns-inc.1909.x10.mx.
files-100-500/x10.mx,all4god.x10.mx..txt,CNAME_UPDATE,DEL,www.all4god.x10.mx.,CNAME,all4god.x10.mx.
files-100-500/x10.mx,all4god.x10.mx..txt,CNAME_UPDATE,ADD,www.all4god.x10.mx.,CNAME,cname-inc.all4god.x10.mx.
files-100-500/xii.jp,125.xii.jp..txt,A_ADD,ADD,__aether_veridns_inc__.125.xii.jp.,A,192.0.2.254
files-100-500/xii.jp,125.xii.jp..txt,A_UPDATE,DEL,125.xii.jp.,A,219.94.128.177
files-100-500/xii.jp,125.xii.jp..txt,A_UPDATE,ADD,125.xii.jp.,A,192.0.2.253
files-100-500/xii.jp,125.xii.jp..txt,NS_UPDATE,DEL,125.xii.jp.,NS,ns1.dns.ne.jp.
files-100-500/xii.jp,125.xii.jp..txt,NS_UPDATE,ADD,125.xii.jp.,NS,ns-inc.125.xii.jp.
files-100-500/xii.jp,chiklo.xii.jp..txt,CNAME_UPDATE,DEL,www.chiklo.xii.jp.,CNAME,chiklo.xii.jp.
files-100-500/xii.jp,chiklo.xii.jp..txt,CNAME_UPDATE,ADD,www.chiklo.xii.jp.,CNAME,cname-inc.chiklo.xii.jp.
files-100-500/xitinblog.net,125equity.xitinblog.net..txt,A_ADD,ADD,__aether_veridns_inc__.125equity.xitinblog.net.,A,192.0.2.254
files-100-500/xitinblog.net,125equity.xitinblog.net..txt,A_UPDATE,DEL,125equity.xitinblog.net.,A,208.87.35.105
files-100-500/xitinblog.net,125equity.xitinblog.net..txt,A_UPDATE,ADD,125equity.xitinblog.net.,A,192.0.2.253
files-100-500/xitinblog.net,125equity.xitinblog.net..txt,NS_UPDATE,DEL,125equity.xitinblog.net.,NS,buy.internettraffic.com.
files-100-500/xitinblog.net,125equity.xitinblog.net..txt,NS_UPDATE,ADD,125equity.xitinblog.net.,NS,ns-inc.125equity.xitinblog.net.
files-100-500/xoom.it,acelocahujerii.xoom.it..txt,A_ADD,ADD,__aether_veridns_inc__.acelocahujerii.xoom.it.,A,192.0.2.254
files-100-500/xoom.it,acnm.xoom.it..txt,A_UPDATE,DEL,acnm.xoom.it.,A,212.48.16.126
files-100-500/xoom.it,acnm.xoom.it..txt,A_UPDATE,ADD,acnm.xoom.it.,A,192.0.2.253
files-100-500/xoom.it,acelocahujerii.xoom.it..txt,NS_UPDATE,DEL,acelocahujerii.xoom.it.,NS,ns1.cpmi.xoom.virgilio.it.
files-100-500/xoom.it,acelocahujerii.xoom.it..txt,NS_UPDATE,ADD,acelocahujerii.xoom.it.,NS,ns-inc.acelocahujerii.xoom.it.
files-100-500/xsrv.jp,acs.xsrv.jp..txt,A_ADD,ADD,__aether_veridns_inc__.acs.xsrv.jp.,A,192.0.2.254
files-100-500/xsrv.jp,acs.xsrv.jp..txt,A_UPDATE,DEL,acs.xsrv.jp.,A,219.94.203.115
files-100-500/xsrv.jp,acs.xsrv.jp..txt,A_UPDATE,ADD,acs.xsrv.jp.,A,192.0.2.253
files-100-500/xsrv.jp,acs.xsrv.jp..txt,NS_UPDATE,DEL,acs.xsrv.jp.,NS,ns1.xserver.jp.
files-100-500/xsrv.jp,acs.xsrv.jp..txt,NS_UPDATE,ADD,acs.xsrv.jp.,NS,ns-inc.acs.xsrv.jp.
files-100-500/yahoo.com,a1.b.yahoo.com..txt,A_ADD,ADD,__aether_veridns_inc__.a1.b.yahoo.com.,A,192.0.2.254
files-100-500/yahoo.com,a1.b.yahoo.com..txt,A_UPDATE,DEL,l10n-new.a1.b.yahoo.com.,A,72.30.10.159
files-100-500/yahoo.com,a1.b.yahoo.com..txt,A_UPDATE,ADD,l10n-new.a1.b.yahoo.com.,A,192.0.2.253
files-100-500/yahoo.com,a1.b.yahoo.com..txt,NS_UPDATE,DEL,a1.b.yahoo.com.,NS,yf1.yahoo.com.
files-100-500/yahoo.com,a1.b.yahoo.com..txt,NS_UPDATE,ADD,a1.b.yahoo.com.,NS,ns-inc.a1.b.yahoo.com.
files-100-500/yahoo.com,a1.b.yahoo.com..txt,CNAME_UPDATE,DEL,fo-any-web.cricket.a1.b.yahoo.com.,CNAME,any-web.cricket.a1.b.yahoo.com.
files-100-500/yahoo.com,a1.b.yahoo.com..txt,CNAME_UPDATE,ADD,fo-any-web.cricket.a1.b.yahoo.com.,CNAME,cname-inc.a1.b.yahoo.com.
files-100-500/yale.edu,acir.yale.edu..txt,A_ADD,ADD,__aether_veridns_inc__.acir.yale.edu.,A,192.0.2.254
files-100-500/yale.edu,acir.yale.edu..txt,A_UPDATE,DEL,acir.yale.edu.,A,130.132.33.185
files-100-500/yale.edu,acir.yale.edu..txt,A_UPDATE,ADD,acir.yale.edu.,A,192.0.2.253
files-100-500/yale.edu,acir.yale.edu..txt,NS_UPDATE,DEL,acir.yale.edu.,NS,serv1.net.yale.edu.
files-100-500/yale.edu,acir.yale.edu..txt,NS_UPDATE,ADD,acir.yale.edu.,NS,ns-inc.acir.yale.edu.
files-100-500/yale.edu,alumni.yale.edu..txt,CNAME_UPDATE,DEL,hollywood.alumni.yale.edu.,CNAME,alumni.yale.edu.
files-100-500/yale.edu,alumni.yale.edu..txt,CNAME_UPDATE,ADD,hollywood.alumni.yale.edu.,CNAME,cname-inc.alumni.yale.edu.
files-100-500/yorku.ca,abel.yorku.ca..txt,A_ADD,ADD,__aether_veridns_inc__.abel.yorku.ca.,A,192.0.2.254
files-100-500/yorku.ca,abel.yorku.ca..txt,A_UPDATE,DEL,abel.yorku.ca.,A,130.63.173.68
files-100-500/yorku.ca,abel.yorku.ca..txt,A_UPDATE,ADD,abel.yorku.ca.,A,192.0.2.253
