hlt.ftw.com.               			      43200 IN SOA	ns1.hlt.ftw.com. 19122302 14400 3600 2419200 14400

hlt.ftw.com.                 NS      ns1.hlt.ftw.com.
ns1.hlt.ftw.com.               A       10.166.21.12

wc.hlt.ftw.com.		    IN	NS ns1.wc.hlt.ftw.com.
wc.hlt.ftw.com.		    IN	NS ns2.wc.hlt.ftw.com.
puqgjdri.hlt.ftw.com.    IN    A    40.229.78.160
kpsxjfyn.hlt.ftw.com.    IN    A    101.103.16.94
tncbuxgp.hlt.ftw.com.    IN    A    137.126.151.65
qglbjwhu.hlt.ftw.com.    IN    A    20.78.111.183
phsorilf.hlt.ftw.com.    IN    A    109.246.254.56
dlmfqbci.hlt.ftw.com.    IN    A    117.46.71.64
rhaumjvy.hlt.ftw.com.    IN    A    37.88.106.58
hplaqwxj.hlt.ftw.com.    IN    A    166.209.44.155
mwgsdrbk.hlt.ftw.com.    IN    A    140.37.238.248
ukdagyjh.hlt.ftw.com.    IN    A    163.173.207.133
njfetqvr.hlt.ftw.com.    IN    A    252.249.65.241
kaxsqyrl.hlt.ftw.com.    IN    A    119.239.107.74
xlesuadk.hlt.ftw.com.    IN    A    204.101.132.110
updgrlje.hlt.ftw.com.    IN    A    162.122.88.165
reckqabv.hlt.ftw.com.    IN    A    24.211.198.118
ukslhfma.hlt.ftw.com.    IN    A    30.64.163.71
hmulwetf.hlt.ftw.com.    IN    A    9.77.184.195
adjpgktn.hlt.ftw.com.    IN    A    238.11.253.75
bftvxlna.hlt.ftw.com.    IN    A    237.175.77.92
ujnabgwp.hlt.ftw.com.    IN    A    214.107.68.30
jhrkistm.hlt.ftw.com.    IN    A    136.36.164.114
edlxfygq.hlt.ftw.com.    IN    A    239.99.46.117
mxhqaugi.hlt.ftw.com.    IN    A    96.125.89.68
msuvqeyf.hlt.ftw.com.    IN    A    81.212.36.223
qifvugnd.hlt.ftw.com.    IN    A    148.99.102.3
ftwrqoyh.hlt.ftw.com.    IN    A    204.136.6.104
nvjsworf.hlt.ftw.com.    IN    A    195.208.112.48
biwdteju.hlt.ftw.com.    IN    A    217.9.31.99
hmvtecak.hlt.ftw.com.    IN    A    119.5.255.250
ovnpeiwt.hlt.ftw.com.    IN    A    228.33.209.87
lhobuafk.hlt.ftw.com.    IN    A    214.20.75.184
yhtprcjw.hlt.ftw.com.    IN    A    164.152.239.143
adxgrhtk.hlt.ftw.com.    IN    A    225.201.32.95
wfeipgan.hlt.ftw.com.    IN    A    255.147.195.119
nmvpaqic.hlt.ftw.com.    IN    A    169.74.103.1
phrjfbge.hlt.ftw.com.    IN    A    49.218.240.192
bjadvgmi.hlt.ftw.com.    IN    A    69.142.8.174
jbvcyimu.hlt.ftw.com.    IN    A    212.255.39.158
dtihoyaf.hlt.ftw.com.    IN    A    78.225.12.33
nmhbcpur.hlt.ftw.com.    IN    A    112.82.88.170
mpixabnf.hlt.ftw.com.    IN    A    32.152.3.31
gywrkinc.hlt.ftw.com.    IN    A    139.149.167.109
wndrpgof.hlt.ftw.com.    IN    A    243.88.211.149
frtyimag.hlt.ftw.com.    IN    A    105.138.3.20
ceflqtwo.hlt.ftw.com.    IN    A    61.20.164.163
eirmfcpq.hlt.ftw.com.    IN    A    208.179.195.56
iypqahno.hlt.ftw.com.    IN    A    18.132.72.164
gnxojdsu.hlt.ftw.com.    IN    A    200.28.181.196
wkfshauq.hlt.ftw.com.    IN    A    27.235.68.224
olgtsekw.hlt.ftw.com.    IN    A    112.215.61.198
myriahxu.hlt.ftw.com.    IN    A    7.226.162.32
lcnfgkvt.hlt.ftw.com.    IN    A    158.61.158.176
gcparije.hlt.ftw.com.    IN    A    99.20.148.0
otliqcjp.hlt.ftw.com.    IN    A    85.78.183.101
knawdshp.hlt.ftw.com.    IN    A    71.160.236.229
pfixwmbs.hlt.ftw.com.    IN    A    19.72.207.221
yixqgapj.hlt.ftw.com.    IN    A    85.98.245.168
lcqkdnja.hlt.ftw.com.    IN    A    254.225.121.185
wvfoqgum.hlt.ftw.com.    IN    A    211.30.69.212
sqbgkxrl.hlt.ftw.com.    IN    A    133.185.241.214
mdyjiolb.hlt.ftw.com.    IN    A    204.40.55.254
jvyqfdbr.hlt.ftw.com.    IN    A    220.86.220.229
sqvprimg.hlt.ftw.com.    IN    A    112.164.235.215
dbgmeshi.hlt.ftw.com.    IN    A    138.41.23.59
uaofhlvx.hlt.ftw.com.    IN    A    93.97.5.182
jmrhwixf.hlt.ftw.com.    IN    A    14.83.96.99
etovyina.hlt.ftw.com.    IN    A    118.10.213.73
asiyxhfr.hlt.ftw.com.    IN    A    142.89.192.65
htebjicd.hlt.ftw.com.    IN    A    139.43.191.186
wdoqnkiu.hlt.ftw.com.    IN    A    1.240.229.113
scprdaeh.hlt.ftw.com.    IN    A    205.225.71.48
rustfpcn.hlt.ftw.com.    IN    A    146.89.119.168
lbsgwhuy.hlt.ftw.com.    IN    A    206.174.190.99
eintqrlw.hlt.ftw.com.    IN    A    34.6.62.247
ygeolubc.hlt.ftw.com.    IN    A    74.46.102.126
vyfhngpt.hlt.ftw.com.    IN    A    248.49.204.6
ohxmrsga.hlt.ftw.com.    IN    A    241.111.134.53
pyakrmwo.hlt.ftw.com.    IN    A    5.252.204.212
ichrobpn.hlt.ftw.com.    IN    A    192.1.74.7
hjxcvrok.hlt.ftw.com.    IN    A    132.19.66.25
qwmcvako.hlt.ftw.com.    IN    A    195.118.250.34
wrohmkue.hlt.ftw.com.    IN    A    227.189.4.138
gyardfsi.hlt.ftw.com.    IN    A    181.75.152.113
npqwijgl.hlt.ftw.com.    IN    A    227.56.142.48
pluoecwy.hlt.ftw.com.    IN    A    149.162.58.158
yukmiqxv.hlt.ftw.com.    IN    A    115.180.254.119
ugjfnicp.hlt.ftw.com.    IN    A    178.174.129.184
yiuxprhs.hlt.ftw.com.    IN    A    15.168.202.221
fwhqvnba.hlt.ftw.com.    IN    A    185.142.60.250
cdwyrakh.hlt.ftw.com.    IN    A    30.184.32.248
xckfoinr.hlt.ftw.com.    IN    A    24.217.74.110
rncyjtfg.hlt.ftw.com.    IN    A    132.21.135.129
eqxbfkcr.hlt.ftw.com.    IN    A    120.194.126.90
ipnalgdv.hlt.ftw.com.    IN    A    203.207.245.173
gcxmkwho.hlt.ftw.com.    IN    A    104.98.91.222
kixsglaw.hlt.ftw.com.    IN    A    102.110.112.224
wqkcemdh.hlt.ftw.com.    IN    A    245.230.98.50
rfjiagwp.hlt.ftw.com.    IN    A    239.137.130.228
ckqfplox.hlt.ftw.com.    IN    A    242.46.167.167
vnqpschf.hlt.ftw.com.    IN    A    235.52.179.237
uqnbgxty.hlt.ftw.com.    IN    A    83.186.166.74
ujhyftal.hlt.ftw.com.    IN    A    94.227.244.91
pefadylv.hlt.ftw.com.    IN    A    170.83.97.215
qxtmreck.hlt.ftw.com.    IN    A    51.117.121.66
fmopxjdt.hlt.ftw.com.    IN    A    229.88.18.204
jqirhktm.hlt.ftw.com.    IN    A    245.6.240.155
dbcfwojk.hlt.ftw.com.    IN    A    250.18.73.139
ghkbqpde.hlt.ftw.com.    IN    A    13.170.112.222
oluqjipw.hlt.ftw.com.    IN    A    156.85.167.186
frwpmxli.hlt.ftw.com.    IN    A    83.253.63.203
wqkfbvps.hlt.ftw.com.    IN    A    92.38.195.191
hkowcutq.hlt.ftw.com.    IN    A    183.200.27.213
jwonfyuq.hlt.ftw.com.    IN    A    192.144.65.122
vqagxymj.hlt.ftw.com.    IN    A    118.44.178.239
qnlmixuj.hlt.ftw.com.    IN    A    54.123.73.99
telfxrqu.hlt.ftw.com.    IN    A    18.112.131.5
xdpcstmo.hlt.ftw.com.    IN    A    118.81.239.150
ftsjewul.hlt.ftw.com.    IN    A    242.56.178.47
alcdtnsu.hlt.ftw.com.    IN    A    144.244.73.56
gtfodaju.hlt.ftw.com.    IN    A    57.213.190.239
xkcjusqy.hlt.ftw.com.    IN    A    33.6.61.253
gpnwexbj.hlt.ftw.com.    IN    A    237.173.154.191
lcqjoxge.hlt.ftw.com.    IN    A    156.42.233.124
brefxvqw.hlt.ftw.com.    IN    A    158.13.75.199
chlwxaky.hlt.ftw.com.    IN    A    114.103.14.85
kahmbipl.hlt.ftw.com.    IN    A    112.172.146.187
fpacndjt.hlt.ftw.com.    IN    A    127.120.61.63
yoqxltga.hlt.ftw.com.    IN    A    162.224.189.63
xgluronm.hlt.ftw.com.    IN    A    64.154.196.155
ualetykp.hlt.ftw.com.    IN    A    165.55.50.207
pkhfgxau.hlt.ftw.com.    IN    A    18.184.243.250
fxhmkuyl.hlt.ftw.com.    IN    A    217.145.115.21
amneqvol.hlt.ftw.com.    IN    A    32.253.241.202
mvdpatnc.hlt.ftw.com.    IN    A    172.102.83.30
ejqmkagy.hlt.ftw.com.    IN    A    80.244.64.97
ckqduoah.hlt.ftw.com.    IN    A    15.35.36.228
achstdfg.hlt.ftw.com.    IN    A    188.67.89.124
gfjmkyqu.hlt.ftw.com.    IN    A    234.85.61.179
gfkmvorx.hlt.ftw.com.    IN    A    14.11.221.229
egcidvhq.hlt.ftw.com.    IN    A    204.70.207.49
gpmidwcf.hlt.ftw.com.    IN    A    129.117.117.152
hxjousnw.hlt.ftw.com.    IN    A    73.205.185.4
lhgymnkf.hlt.ftw.com.    IN    A    137.197.192.76
djoryxpw.hlt.ftw.com.    IN    A    157.161.109.165
fpykrtnu.hlt.ftw.com.    IN    A    118.121.60.201
krypfigj.hlt.ftw.com.    IN    A    231.47.6.78
gdljmyvq.hlt.ftw.com.    IN    A    4.139.180.166
eluvmfih.hlt.ftw.com.    IN    A    39.121.162.91
bkmlosyx.hlt.ftw.com.    IN    A    105.8.124.168
oilajcrn.hlt.ftw.com.    IN    A    189.78.208.108
qatfhgos.hlt.ftw.com.    IN    A    184.168.221.168
qvcragxh.hlt.ftw.com.    IN    A    186.124.109.0
bwacyoeh.hlt.ftw.com.    IN    A    40.247.49.12
oqmpyeib.hlt.ftw.com.    IN    A    87.133.15.83
npbwelkv.hlt.ftw.com.    IN    A    191.167.198.57
uqpxrkmc.hlt.ftw.com.    IN    A    149.70.202.104
crjlodvq.hlt.ftw.com.    IN    A    96.214.95.107
vrdkpwah.hlt.ftw.com.    IN    A    153.80.206.121
cgiefqdt.hlt.ftw.com.    IN    A    251.252.98.180
tbdayrcw.hlt.ftw.com.    IN    A    10.117.105.205
qektimlf.hlt.ftw.com.    IN    A    207.140.78.213
xtdcyfuo.hlt.ftw.com.    IN    A    221.117.143.59
xnfvaput.hlt.ftw.com.    IN    A    3.175.121.158
wldjgpey.hlt.ftw.com.    IN    A    36.184.4.214
leymbskt.hlt.ftw.com.    IN    A    89.108.50.62
qhjnuleb.hlt.ftw.com.    IN    A    20.73.41.40
awcfiovh.hlt.ftw.com.    IN    A    198.29.228.156
puvqwjst.hlt.ftw.com.    IN    A    146.1.191.152
ymtwnheg.hlt.ftw.com.    IN    A    192.90.55.32
whairksv.hlt.ftw.com.    IN    A    61.190.129.74
ybdqxprf.hlt.ftw.com.    IN    A    70.225.75.219
vsuqhpgj.hlt.ftw.com.    IN    A    107.202.177.164
hmxudorq.hlt.ftw.com.    IN    A    67.146.195.99
qmocyuln.hlt.ftw.com.    IN    A    217.230.199.95
kyqeoxwd.hlt.ftw.com.    IN    A    215.12.98.14
mskgbnof.hlt.ftw.com.    IN    A    65.221.2.179
cumdfxng.hlt.ftw.com.    IN    A    110.130.163.63
oxlvyrwj.hlt.ftw.com.    IN    A    151.179.245.95
eryjiwmf.hlt.ftw.com.    IN    A    185.157.29.0
ngwakpbf.hlt.ftw.com.    IN    A    246.213.168.19
xlojiugd.hlt.ftw.com.    IN    A    78.64.37.227
jamepson.hlt.ftw.com.    IN    A    168.109.62.149
qrvnaikc.hlt.ftw.com.    IN    A    127.162.81.152
tmasuhno.hlt.ftw.com.    IN    A    122.17.209.229
hbumeyxv.hlt.ftw.com.    IN    A    204.221.84.154
dslqfmjy.hlt.ftw.com.    IN    A    220.102.182.150
lkojdhmx.hlt.ftw.com.    IN    A    248.150.120.156
vfxghdnc.hlt.ftw.com.    IN    A    213.242.217.174
hidklxys.hlt.ftw.com.    IN    A    203.175.194.211
eiybdxmf.hlt.ftw.com.    IN    A    82.74.94.208
hekunjwi.hlt.ftw.com.    IN    A    48.194.84.245
yxguljov.hlt.ftw.com.    IN    A    228.73.227.78
fqhpudiv.hlt.ftw.com.    IN    A    40.156.38.162
pdekfwqm.hlt.ftw.com.    IN    A    172.120.237.246
agrjslcq.hlt.ftw.com.    IN    A    193.156.57.211
extrklnc.hlt.ftw.com.    IN    A    16.232.152.171
jrpiskfb.hlt.ftw.com.    IN    A    246.151.247.143
tidqyplg.hlt.ftw.com.    IN    A    140.42.205.140
ofxpjwkc.hlt.ftw.com.    IN    A    151.102.104.65
rckuxnem.hlt.ftw.com.    IN    A    87.171.35.53
ypvghlru.hlt.ftw.com.    IN    A    130.81.202.73
qbyhuric.hlt.ftw.com.    IN    A    6.6.152.95
pjiwcfre.hlt.ftw.com.    IN    A    118.236.208.219
tjxqnguy.hlt.ftw.com.    IN    A    143.126.106.233
qdtrlkaw.hlt.ftw.com.    IN    A    245.31.166.134
puebjity.hlt.ftw.com.    IN    A    218.176.148.37
vilgyfmt.hlt.ftw.com.    IN    A    133.181.98.192
ualfxtbe.hlt.ftw.com.    IN    A    227.190.131.110
pmusvnqe.hlt.ftw.com.    IN    A    71.17.247.94
kytrvpol.hlt.ftw.com.    IN    A    161.92.110.114
cumoqnaw.hlt.ftw.com.    IN    A    38.46.221.224
gvwueiqr.hlt.ftw.com.    IN    A    36.137.73.23
ghiqxcpl.hlt.ftw.com.    IN    A    21.118.79.153
kjqeuhrm.hlt.ftw.com.    IN    A    208.46.17.176
efitkvhm.hlt.ftw.com.    IN    A    218.50.199.187
hafxekoy.hlt.ftw.com.    IN    A    13.121.8.122
yqadmpgw.hlt.ftw.com.    IN    A    52.254.139.214
kodytuwv.hlt.ftw.com.    IN    A    13.155.49.143
rcjuvwle.hlt.ftw.com.    IN    A    98.243.38.20
cjfhsoqg.hlt.ftw.com.    IN    A    4.103.52.119
dsikpcgt.hlt.ftw.com.    IN    A    6.64.2.47
bdmjugws.hlt.ftw.com.    IN    A    48.65.238.226
crqhujdn.hlt.ftw.com.    IN    A    53.137.185.128
stoxprwc.hlt.ftw.com.    IN    A    122.188.43.27
xbtvwqhp.hlt.ftw.com.    IN    A    246.79.98.41
vakxfqds.hlt.ftw.com.    IN    A    67.238.199.250
tmrwjkos.hlt.ftw.com.    IN    A    17.220.124.192
jtlvkugb.hlt.ftw.com.    IN    A    211.97.69.173
xaoyqntc.hlt.ftw.com.    IN    A    195.130.218.125
wfsecxpn.hlt.ftw.com.    IN    A    222.230.158.92
mcagbnqp.hlt.ftw.com.    IN    A    252.210.93.104
rfjcevko.hlt.ftw.com.    IN    A    111.14.97.244
dbgtkpvl.hlt.ftw.com.    IN    A    191.133.194.116
cxmshpnj.hlt.ftw.com.    IN    A    52.147.174.177
hmjgueip.hlt.ftw.com.    IN    A    153.96.90.61
gkftrvmh.hlt.ftw.com.    IN    A    230.74.110.240
rdywkifq.hlt.ftw.com.    IN    A    136.163.172.44
ngjuaqve.hlt.ftw.com.    IN    A    160.62.11.248
jxcesrau.hlt.ftw.com.    IN    A    110.171.51.56
pwyaxbjg.hlt.ftw.com.    IN    A    77.41.29.68
ylkfvide.hlt.ftw.com.    IN    A    252.125.38.70
byfesjqa.hlt.ftw.com.    IN    A    91.73.73.39
cldobvpk.hlt.ftw.com.    IN    A    151.183.170.135
noepslbu.hlt.ftw.com.    IN    A    155.225.147.1
bkvhrefc.hlt.ftw.com.    IN    A    211.50.148.146
yxilefhv.hlt.ftw.com.    IN    A    17.71.103.179
gjtvpdou.hlt.ftw.com.    IN    A    148.73.130.39
bntipugk.hlt.ftw.com.    IN    A    160.161.84.172
okgenurw.hlt.ftw.com.    IN    A    120.3.40.131
boqynhgu.hlt.ftw.com.    IN    A    105.172.243.136
cypinbax.hlt.ftw.com.    IN    A    82.3.252.248
eyfpsguw.hlt.ftw.com.    IN    A    28.18.120.249
kwihtlfd.hlt.ftw.com.    IN    A    131.77.45.170
fjuxyrkg.hlt.ftw.com.    IN    A    247.214.66.230
jkfdamxi.hlt.ftw.com.    IN    A    206.218.100.131
argbxjfw.hlt.ftw.com.    IN    A    212.187.173.168
wntdolxp.hlt.ftw.com.    IN    A    140.92.179.188
hqynewol.hlt.ftw.com.    IN    A    189.57.0.107
yugrlomn.hlt.ftw.com.    IN    A    90.41.252.207
sekhnxul.hlt.ftw.com.    IN    A    65.164.226.141
