wf.zdm.com.               			      43200 IN SOA	ns1.wf.zdm.com. 19122302 14400 3600 2419200 14400

wf.zdm.com.                 NS      ns1.wf.zdm.com.
ns1.wf.zdm.com.               A       10.166.21.15

sore.wf.zdm.com.		    IN	NS ns1.sore.wf.zdm.com.
sore.wf.zdm.com.		    IN	NS ns2.sore.wf.zdm.com.
mkedhbiy.wf.zdm.com.     IN    A    159.242.38.2
crlmewjy.wf.zdm.com.     IN    A    27.79.63.165
ahkbefcm.wf.zdm.com.     IN    A    237.246.198.11
pnrubmcl.wf.zdm.com.     IN    A    239.185.14.46
cxdmkeio.wf.zdm.com.     IN    A    194.63.239.99
xlvdnmoc.wf.zdm.com.     IN    A    177.234.164.59
alitcfrq.wf.zdm.com.     IN    A    18.17.25.121
abvcnlyr.wf.zdm.com.     IN    A    218.102.29.251
oerhgkym.wf.zdm.com.     IN    A    138.39.154.204
vhgabued.wf.zdm.com.     IN    A    181.148.216.79
sjhixnad.wf.zdm.com.     IN    A    158.84.238.99
bajogstu.wf.zdm.com.     IN    A    58.225.181.169
mkoftwes.wf.zdm.com.     IN    A    54.240.105.234
hdqsjmou.wf.zdm.com.     IN    A    145.96.72.233
lskcwhmi.wf.zdm.com.     IN    A    204.104.235.21
fhibgmjn.wf.zdm.com.     IN    A    129.10.40.145
gifosbkl.wf.zdm.com.     IN    A    105.225.12.85
uqignrov.wf.zdm.com.     IN    A    147.123.33.60
fdylnvcx.wf.zdm.com.     IN    A    226.123.108.139
vbndshja.wf.zdm.com.     IN    A    246.249.158.152
wohgjyin.wf.zdm.com.     IN    A    29.77.114.252
usbnpajk.wf.zdm.com.     IN    A    131.126.51.50
vgehipwd.wf.zdm.com.     IN    A    227.51.236.19
aebqicdg.wf.zdm.com.     IN    A    230.199.54.125
hqcxioly.wf.zdm.com.     IN    A    93.250.113.74
fslagcje.wf.zdm.com.     IN    A    60.135.184.175
bgtonkad.wf.zdm.com.     IN    A    98.168.14.242
ncmxhqte.wf.zdm.com.     IN    A    170.176.18.19
fsduwyjt.wf.zdm.com.     IN    A    103.182.0.125
kpjewbfg.wf.zdm.com.     IN    A    113.39.56.16
jlrgukyp.wf.zdm.com.     IN    A    188.139.173.184
esvpnwuq.wf.zdm.com.     IN    A    246.61.163.52
liyaxnct.wf.zdm.com.     IN    A    43.199.178.19
pdfcsgmu.wf.zdm.com.     IN    A    40.240.138.120
yemkditf.wf.zdm.com.     IN    A    252.209.20.149
knhgfmrc.wf.zdm.com.     IN    A    254.130.68.98
fjpmtykw.wf.zdm.com.     IN    A    46.16.38.208
odlfsnaj.wf.zdm.com.     IN    A    116.157.5.232
lcdsrwax.wf.zdm.com.     IN    A    240.78.83.159
jwoildcg.wf.zdm.com.     IN    A    128.158.246.158
qvnocemi.wf.zdm.com.     IN    A    173.197.90.116
wdkvylgq.wf.zdm.com.     IN    A    54.158.80.225
ykwqxboc.wf.zdm.com.     IN    A    172.247.153.25
oprgdisb.wf.zdm.com.     IN    A    25.14.204.225
gawmxteq.wf.zdm.com.     IN    A    1.45.187.186
qcvjatrx.wf.zdm.com.     IN    A    105.58.49.121
lptfuqbi.wf.zdm.com.     IN    A    94.26.103.166
wbuimhsq.wf.zdm.com.     IN    A    48.195.125.205
vcprqtuw.wf.zdm.com.     IN    A    55.213.33.224
spjqyegk.wf.zdm.com.     IN    A    87.24.93.114
xsqmlwth.wf.zdm.com.     IN    A    57.144.185.127
fbpqrkdm.wf.zdm.com.     IN    A    3.159.238.234
iebklfmg.wf.zdm.com.     IN    A    14.47.25.204
wjrkbecu.wf.zdm.com.     IN    A    148.35.223.33
pfmakchs.wf.zdm.com.     IN    A    141.207.178.25
axsuhkef.wf.zdm.com.     IN    A    181.236.29.43
yptvwban.wf.zdm.com.     IN    A    167.81.50.221
ehavntcy.wf.zdm.com.     IN    A    108.43.166.16
tibklqmg.wf.zdm.com.     IN    A    70.178.34.122
fimsgnlw.wf.zdm.com.     IN    A    60.170.47.252
cktolfnb.wf.zdm.com.     IN    A    182.70.185.75
cixpbrhs.wf.zdm.com.     IN    A    171.112.90.219
ejydkblq.wf.zdm.com.     IN    A    251.173.41.96
nxybcvha.wf.zdm.com.     IN    A    155.63.8.171
yomwehga.wf.zdm.com.     IN    A    207.53.28.215
hkntrfip.wf.zdm.com.     IN    A    150.47.185.245
clafpvgr.wf.zdm.com.     IN    A    61.116.117.119
qkwphbro.wf.zdm.com.     IN    A    183.122.161.200
ojgeydwa.wf.zdm.com.     IN    A    115.94.152.219
jtfpoxvs.wf.zdm.com.     IN    A    7.115.227.74
mshuipny.wf.zdm.com.     IN    A    113.207.43.93
qvobtexu.wf.zdm.com.     IN    A    160.40.237.60
rjydmqvh.wf.zdm.com.     IN    A    223.62.181.120
sxwlnjum.wf.zdm.com.     IN    A    185.113.158.176
jgwrnlvm.wf.zdm.com.     IN    A    62.5.40.214
muslgira.wf.zdm.com.     IN    A    13.80.200.106
qvodhaxi.wf.zdm.com.     IN    A    35.93.82.14
fmakoduq.wf.zdm.com.     IN    A    2.9.127.39
oxpeimav.wf.zdm.com.     IN    A    144.218.91.233
yenhijbr.wf.zdm.com.     IN    A    61.77.117.85
anxskmvw.wf.zdm.com.     IN    A    212.224.112.147
sxkyhgij.wf.zdm.com.     IN    A    91.71.189.94
terluwin.wf.zdm.com.     IN    A    91.180.255.18
ekjrigho.wf.zdm.com.     IN    A    207.26.60.12
oybsjpiw.wf.zdm.com.     IN    A    87.52.222.115
hykbgrjt.wf.zdm.com.     IN    A    144.56.95.169
epsbkqox.wf.zdm.com.     IN    A    212.78.79.195
cmphdqib.wf.zdm.com.     IN    A    235.181.106.231
pehwkfqj.wf.zdm.com.     IN    A    51.66.12.146
lbxfmynr.wf.zdm.com.     IN    A    96.86.7.17
unmqgxhd.wf.zdm.com.     IN    A    69.121.200.69
wkrdtgni.wf.zdm.com.     IN    A    150.0.138.13
cvwijdkx.wf.zdm.com.     IN    A    82.101.161.58
tdaxhrjn.wf.zdm.com.     IN    A    126.193.9.55
ykqmutfc.wf.zdm.com.     IN    A    35.241.231.161
kqfogvjt.wf.zdm.com.     IN    A    19.210.186.211
nosukqyl.wf.zdm.com.     IN    A    10.14.193.160
dcxnfmsg.wf.zdm.com.     IN    A    215.151.67.45
wuvinpjq.wf.zdm.com.     IN    A    130.73.111.62
lieapwcj.wf.zdm.com.     IN    A    206.192.30.146
qjriexmf.wf.zdm.com.     IN    A    191.134.77.27
uoclfqgp.wf.zdm.com.     IN    A    33.123.22.123
vbghdsua.wf.zdm.com.     IN    A    74.165.251.146
djyahove.wf.zdm.com.     IN    A    188.119.233.206
ftxrjucn.wf.zdm.com.     IN    A    216.216.87.92
dskncxhb.wf.zdm.com.     IN    A    155.97.210.9
gdhseqwv.wf.zdm.com.     IN    A    198.158.153.24
inhbvekl.wf.zdm.com.     IN    A    100.120.143.202
kouebvwh.wf.zdm.com.     IN    A    248.245.139.40
djhyslnc.wf.zdm.com.     IN    A    138.109.239.207
favblwdj.wf.zdm.com.     IN    A    30.132.216.131
wigxbnvk.wf.zdm.com.     IN    A    70.50.189.51
xtjaumsv.wf.zdm.com.     IN    A    154.44.239.53
gdyhtcfp.wf.zdm.com.     IN    A    192.152.39.245
isoatnud.wf.zdm.com.     IN    A    62.201.254.19
oxvdhnuj.wf.zdm.com.     IN    A    93.29.127.26
ydpiocxl.wf.zdm.com.     IN    A    182.123.216.224
ldejmyrc.wf.zdm.com.     IN    A    216.179.176.12
chktisoy.wf.zdm.com.     IN    A    220.231.89.96
wbxpdgmu.wf.zdm.com.     IN    A    240.167.237.98
lwhergmp.wf.zdm.com.     IN    A    247.103.227.54
jstdxhvq.wf.zdm.com.     IN    A    63.210.151.58
nkbvswgi.wf.zdm.com.     IN    A    231.57.119.22
dfujtilw.wf.zdm.com.     IN    A    238.93.35.248
qmewkfyx.wf.zdm.com.     IN    A    152.61.168.6
mlotkyrw.wf.zdm.com.     IN    A    46.218.11.168
hebujdom.wf.zdm.com.     IN    A    135.219.11.20
uohwjfmq.wf.zdm.com.     IN    A    213.219.118.56
xsbyeghp.wf.zdm.com.     IN    A    197.144.136.225
kuasldte.wf.zdm.com.     IN    A    101.152.101.135
shelkcni.wf.zdm.com.     IN    A    233.81.205.1
uofscgan.wf.zdm.com.     IN    A    191.144.215.88
yohglfwc.wf.zdm.com.     IN    A    184.240.156.215
puneotwf.wf.zdm.com.     IN    A    73.160.159.175
ahicstbe.wf.zdm.com.     IN    A    44.213.105.24
qdpgafms.wf.zdm.com.     IN    A    237.54.171.122
wvnmxlhp.wf.zdm.com.     IN    A    32.29.110.155
nxrglpkv.wf.zdm.com.     IN    A    13.41.223.194
eulyrhdj.wf.zdm.com.     IN    A    236.81.191.84
cisdxjhw.wf.zdm.com.     IN    A    246.235.95.225
rquxvijk.wf.zdm.com.     IN    A    6.239.77.153
mowpdnby.wf.zdm.com.     IN    A    42.11.61.49
intsrepq.wf.zdm.com.     IN    A    184.121.121.240
vpfwqsde.wf.zdm.com.     IN    A    223.252.81.44
iclnuyeg.wf.zdm.com.     IN    A    211.162.252.189
dlwxyvnu.wf.zdm.com.     IN    A    64.185.180.49
gkhwlrye.wf.zdm.com.     IN    A    35.79.171.128
jknlmcyt.wf.zdm.com.     IN    A    124.39.144.102
ijbeoaql.wf.zdm.com.     IN    A    125.171.51.66
xajkrhvt.wf.zdm.com.     IN    A    164.138.42.57
cuwsnbqk.wf.zdm.com.     IN    A    93.154.210.192
bhgqvncr.wf.zdm.com.     IN    A    87.29.126.63
aukdlphx.wf.zdm.com.     IN    A    113.146.65.64
pkhunidc.wf.zdm.com.     IN    A    248.187.121.233
flncemgw.wf.zdm.com.     IN    A    192.8.97.64
wpkmisyc.wf.zdm.com.     IN    A    236.202.7.254
pujbxhrq.wf.zdm.com.     IN    A    163.38.129.198
aubtgecy.wf.zdm.com.     IN    A    225.249.78.232
syrmhwva.wf.zdm.com.     IN    A    93.132.20.64
cylarfjt.wf.zdm.com.     IN    A    78.181.250.212
arpnofcw.wf.zdm.com.     IN    A    156.97.183.35
pcqyuisa.wf.zdm.com.     IN    A    126.94.176.180
rbkyxmts.wf.zdm.com.     IN    A    113.9.207.99
xuwtcieb.wf.zdm.com.     IN    A    213.235.73.62
muebgnqr.wf.zdm.com.     IN    A    255.246.48.46
xhglnkjd.wf.zdm.com.     IN    A    128.247.187.67
bpvjaxyg.wf.zdm.com.     IN    A    147.167.131.45
fcrampuq.wf.zdm.com.     IN    A    11.95.156.193
qxnehtao.wf.zdm.com.     IN    A    17.187.18.87
ljhyknim.wf.zdm.com.     IN    A    179.234.32.115
cjbdhxtu.wf.zdm.com.     IN    A    66.89.241.70
abcqfhie.wf.zdm.com.     IN    A    64.68.132.247
tsjcwxhq.wf.zdm.com.     IN    A    73.229.183.70
aqstylpm.wf.zdm.com.     IN    A    212.8.58.220
lhomknys.wf.zdm.com.     IN    A    196.188.81.103
hiomcbue.wf.zdm.com.     IN    A    206.216.172.19
oulqgpar.wf.zdm.com.     IN    A    83.58.236.255
amrbwpgi.wf.zdm.com.     IN    A    11.142.178.145
mrsdugxf.wf.zdm.com.     IN    A    255.79.157.160
lckbhxpa.wf.zdm.com.     IN    A    231.77.61.139
msnucakr.wf.zdm.com.     IN    A    145.74.79.45
ofubnsly.wf.zdm.com.     IN    A    40.0.85.0
jhkixtwu.wf.zdm.com.     IN    A    231.177.156.135
nfvmpuak.wf.zdm.com.     IN    A    3.132.96.16
opekcryg.wf.zdm.com.     IN    A    101.142.35.43
weqkjrci.wf.zdm.com.     IN    A    14.181.207.226
yrklotup.wf.zdm.com.     IN    A    99.8.205.47
swocvmgb.wf.zdm.com.     IN    A    48.142.183.200
jsuekbtr.wf.zdm.com.     IN    A    86.82.166.80
ncdqhags.wf.zdm.com.     IN    A    68.95.47.112
nruapgbq.wf.zdm.com.     IN    A    188.37.84.58
rhysackq.wf.zdm.com.     IN    A    219.160.192.177
jogysfld.wf.zdm.com.     IN    A    30.213.87.29
xfnoemiq.wf.zdm.com.     IN    A    95.54.51.152
scwvtqrk.wf.zdm.com.     IN    A    7.14.30.112
qcrdjgwy.wf.zdm.com.     IN    A    140.44.165.34
rcvxfjqa.wf.zdm.com.     IN    A    180.144.27.48
fejmblnh.wf.zdm.com.     IN    A    233.223.72.54
tfplcsxa.wf.zdm.com.     IN    A    99.215.73.176
vrpmyguw.wf.zdm.com.     IN    A    138.252.182.233
lvpbfrau.wf.zdm.com.     IN    A    85.58.30.72
agojdyfm.wf.zdm.com.     IN    A    197.108.80.25
pjqorihv.wf.zdm.com.     IN    A    185.223.179.120
hftqpicu.wf.zdm.com.     IN    A    176.15.249.207
cdhnotkq.wf.zdm.com.     IN    A    171.247.165.169
nhkovfrm.wf.zdm.com.     IN    A    236.125.1.2
pwxoiasg.wf.zdm.com.     IN    A    189.205.129.231
qgwbhpuc.wf.zdm.com.     IN    A    234.80.232.131
eguojnfy.wf.zdm.com.     IN    A    185.71.19.32
gekmuotx.wf.zdm.com.     IN    A    210.75.36.113
qawdrvsh.wf.zdm.com.     IN    A    114.181.164.71
bdpvljty.wf.zdm.com.     IN    A    180.21.228.125
bkipoxcd.wf.zdm.com.     IN    A    115.156.31.58
oeqswjdx.wf.zdm.com.     IN    A    140.237.147.166
uygvxrnm.wf.zdm.com.     IN    A    172.101.145.165
fptlcwrv.wf.zdm.com.     IN    A    105.70.33.41
mlyhrqep.wf.zdm.com.     IN    A    60.207.222.33
wepbrtag.wf.zdm.com.     IN    A    196.105.76.164
vjxgkruc.wf.zdm.com.     IN    A    122.136.197.222
lyuwpbgk.wf.zdm.com.     IN    A    221.26.147.2
skoctair.wf.zdm.com.     IN    A    183.255.252.91
kfxgajde.wf.zdm.com.     IN    A    94.207.56.201
hixykrcs.wf.zdm.com.     IN    A    89.195.125.23
vlrsynaf.wf.zdm.com.     IN    A    162.5.226.214
eydnsrfl.wf.zdm.com.     IN    A    236.180.154.84
ipvkermc.wf.zdm.com.     IN    A    35.16.109.66
bcgfjwph.wf.zdm.com.     IN    A    113.123.110.27
nfjwhmap.wf.zdm.com.     IN    A    251.79.162.246
hqklejxr.wf.zdm.com.     IN    A    53.84.188.202
ldhuyrcs.wf.zdm.com.     IN    A    138.49.20.66
cxmgydqb.wf.zdm.com.     IN    A    184.38.115.139
locapguh.wf.zdm.com.     IN    A    104.171.255.198
bfvpacon.wf.zdm.com.     IN    A    12.199.123.25
slrxcpmn.wf.zdm.com.     IN    A    252.215.227.64
wrkbofyn.wf.zdm.com.     IN    A    124.12.146.9
ehbswuga.wf.zdm.com.     IN    A    15.184.69.42
noyhldkr.wf.zdm.com.     IN    A    95.15.30.209
dmcshtwv.wf.zdm.com.     IN    A    85.140.219.69
crmsxlfv.wf.zdm.com.     IN    A    54.180.15.99
fnbhdgiw.wf.zdm.com.     IN    A    232.248.129.118
wadegrmt.wf.zdm.com.     IN    A    194.87.14.37
pfnhlvwd.wf.zdm.com.     IN    A    113.3.187.39
tafdphxv.wf.zdm.com.     IN    A    241.122.24.23
eltcfgvi.wf.zdm.com.     IN    A    157.160.132.13
xmiarcpg.wf.zdm.com.     IN    A    208.37.168.254
grkhmetu.wf.zdm.com.     IN    A    50.26.189.204
ojugwxte.wf.zdm.com.     IN    A    247.172.108.37
oblxucrv.wf.zdm.com.     IN    A    32.229.181.84
lpjyitfk.wf.zdm.com.     IN    A    246.187.197.53
vuqkrayj.wf.zdm.com.     IN    A    241.8.69.231
rfquwpxi.wf.zdm.com.     IN    A    14.222.57.4
shapfojt.wf.zdm.com.     IN    A    189.113.142.78
xvbcrjos.wf.zdm.com.     IN    A    237.129.4.110
pfvdsalo.wf.zdm.com.     IN    A    50.174.55.219
hpwdjeub.wf.zdm.com.     IN    A    69.177.98.42
mndxphkq.wf.zdm.com.     IN    A    11.120.248.57
rpnixdta.wf.zdm.com.     IN    A    46.206.111.198
rylsocjm.wf.zdm.com.     IN    A    179.88.39.149
kvdactxb.wf.zdm.com.     IN    A    84.110.155.68
csvatjxh.wf.zdm.com.     IN    A    231.149.79.185
jsiybgfl.wf.zdm.com.     IN    A    13.205.131.54
hywjxtgc.wf.zdm.com.     IN    A    76.254.184.203
btijefsx.wf.zdm.com.     IN    A    58.249.52.24
cwyaxpul.wf.zdm.com.     IN    A    233.37.99.77
nuiqabwo.wf.zdm.com.     IN    A    127.220.4.232
kqcyjrxh.wf.zdm.com.     IN    A    7.232.185.173
uxipcjna.wf.zdm.com.     IN    A    128.192.202.30
tarpbosm.wf.zdm.com.     IN    A    59.116.82.240
kfhmxiyq.wf.zdm.com.     IN    A    197.210.174.146
jaecsftr.wf.zdm.com.     IN    A    59.233.43.174
gqtynblo.wf.zdm.com.     IN    A    44.252.82.176
iusofetj.wf.zdm.com.     IN    A    234.195.211.203
vidbmuwc.wf.zdm.com.     IN    A    163.15.104.208
npegdwsc.wf.zdm.com.     IN    A    115.57.76.247
fjynalwg.wf.zdm.com.     IN    A    137.243.150.169
nygqdxaj.wf.zdm.com.     IN    A    12.84.101.24
aqbynciu.wf.zdm.com.     IN    A    129.202.8.198
xywihafn.wf.zdm.com.     IN    A    96.171.187.190
goxdemnf.wf.zdm.com.     IN    A    26.242.81.53
fmilbwyr.wf.zdm.com.     IN    A    132.191.18.80
ulqrchdx.wf.zdm.com.     IN    A    17.226.173.129
yfqcpodk.wf.zdm.com.     IN    A    213.142.222.68
fdirjxwb.wf.zdm.com.     IN    A    240.121.33.72
dnsmrpkg.wf.zdm.com.     IN    A    201.80.216.229
voihwkpf.wf.zdm.com.     IN    A    187.179.85.89
ndvfbjxa.wf.zdm.com.     IN    A    83.126.50.22
rjpxlfvq.wf.zdm.com.     IN    A    181.113.73.24
euwdlknv.wf.zdm.com.     IN    A    144.32.210.21
ktmyhnjw.wf.zdm.com.     IN    A    223.77.250.235
bdyasceu.wf.zdm.com.     IN    A    253.74.118.254
mkdisgtp.wf.zdm.com.     IN    A    230.74.203.76
odvpetyi.wf.zdm.com.     IN    A    3.16.91.89
iwrqjlgm.wf.zdm.com.     IN    A    55.142.250.167
taohpcin.wf.zdm.com.     IN    A    70.97.179.179
syfpakle.wf.zdm.com.     IN    A    129.97.67.47
golidafv.wf.zdm.com.     IN    A    44.137.20.128
rhcpolnw.wf.zdm.com.     IN    A    15.240.148.228
afwmqpkt.wf.zdm.com.     IN    A    87.84.242.202
mtuehkvj.wf.zdm.com.     IN    A    85.50.68.90
cqhokexa.wf.zdm.com.     IN    A    55.204.45.193
hdqvltrp.wf.zdm.com.     IN    A    118.20.238.87
pgajhukd.wf.zdm.com.     IN    A    43.103.34.55
ghqmrtib.wf.zdm.com.     IN    A    27.49.246.67
luycjetk.wf.zdm.com.     IN    A    151.234.140.115
thylbone.wf.zdm.com.     IN    A    62.77.152.181
qgkjphcx.wf.zdm.com.     IN    A    164.153.212.177
yeodvmfx.wf.zdm.com.     IN    A    14.137.195.32
