group,dataset,dataset_id,category,scenario,aether_incremental_ms,veridns_incremental_ms,veridns_full_update_ms,incremental_speedup,full_update_speedup,veridns_matches_aether
files-100-500,wertot.com,files-100-500/wertot.com,delegation-heavy,A_UPDATE,0.098,0.159673,0.145257,1.6293163265306123,1.4822142857142857,True
files-100-500,wertot.com,files-100-500/wertot.com,delegation-heavy,NS_UPDATE,0.25,0.244154,0.227303,0.976616,0.909212,False
files-100-500,wo.tc,files-100-500/wo.tc,delegation-heavy,A_ADD,0.9580000000000001,0.273375,0.261936,0.2853601252609603,0.27341962421711896,True
files-100-500,wo.tc,files-100-500/wo.tc,delegation-heavy,A_UPDATE,1.001,0.231368,0.221125,0.23113686313686316,0.2209040959040959,True
files-100-500,wo.tc,files-100-500/wo.tc,delegation-heavy,NS_UPDATE,0.543,0.305318,0.235054,0.5622799263351749,0.43288029465930017,False
files-100-500,wo.tc,files-100-500/wo.tc,delegation-heavy,CNAME_UPDATE,0.6960000000000001,0.734213,0.751162,1.0549037356321838,1.0792557471264366,False
files-100-500,www.de,files-100-500/www.de,delegation-heavy,A_ADD,0.586,0.225128,0.190671,0.38417747440273037,0.3253771331058021,True
files-100-500,www.de,files-100-500/www.de,delegation-heavy,A_UPDATE,0.34400000000000003,0.223593,0.180542,0.6499796511627906,0.5248313953488372,True
files-100-500,www.de,files-100-500/www.de,delegation-heavy,NS_UPDATE,0.95,0.214382,0.203937,0.22566526315789473,0.21467052631578948,False
files-100-500,x-y.net,files-100-500/x-y.net,delegation-heavy,A_ADD,0.527,0.204645,0.225956,0.38832068311195445,0.4287590132827324,True
files-100-500,x-y.net,files-100-500/x-y.net,delegation-heavy,A_UPDATE,0.439,0.228029,0.182337,0.5194282460136674,0.41534624145785876,True
files-100-500,x-y.net,files-100-500/x-y.net,delegation-heavy,NS_UPDATE,0.298,0.192473,0.175118,0.6458825503355705,0.5876442953020135,False
files-100-500,x0.com,files-100-500/x0.com,delegation-heavy,A_ADD,0.771,0.283304,0.193289,0.36745006485084303,0.25069909208819713,True
files-100-500,x0.com,files-100-500/x0.com,delegation-heavy,A_UPDATE,0.548,0.318278,0.184007,0.5807992700729927,0.33577919708029197,True
files-100-500,x0.com,files-100-500/x0.com,delegation-heavy,NS_UPDATE,0.406,0.202054,0.184196,0.49766995073891623,0.4536847290640394,False
files-100-500,x0.com,files-100-500/x0.com,delegation-heavy,CNAME_UPDATE,0.474,0.714362,0.581609,1.5070928270042196,1.227023206751055,False
files-100-500,x10.mx,files-100-500/x10.mx,delegation-heavy,A_ADD,0.8150000000000001,0.269445,0.357754,0.3306073619631901,0.43896196319018405,True
files-100-500,x10.mx,files-100-500/x10.mx,delegation-heavy,A_UPDATE,0.446,0.234147,0.220968,0.5249932735426008,0.4954439461883408,True
files-100-500,x10.mx,files-100-500/x10.mx,delegation-heavy,NS_UPDATE,0.334,0.357452,0.237094,1.0702155688622754,0.7098622754491017,False
files-100-500,x10.mx,files-100-500/x10.mx,delegation-heavy,CNAME_UPDATE,0.351,0.712712,0.919286,2.0305185185185186,2.6190484330484334,False
files-100-500,xii.jp,files-100-500/xii.jp,delegation-heavy,A_ADD,0.5990000000000001,0.263919,0.333834,0.44059933222036723,0.5573188647746243,True
files-100-500,xii.jp,files-100-500/xii.jp,delegation-heavy,A_UPDATE,0.772,0.24418,0.31387,0.3162953367875648,0.4065673575129533,True
files-100-500,xii.jp,files-100-500/xii.jp,delegation-heavy,NS_UPDATE,0.445,0.196384,0.247952,0.4413123595505618,0.5571955056179775,False
files-100-500,xii.jp,files-100-500/xii.jp,delegation-heavy,CNAME_UPDATE,0.46799999999999997,0.684936,0.80286,1.4635384615384617,1.7155128205128207,False
files-100-500,xitinblog.net,files-100-500/xitinblog.net,delegation-heavy,A_ADD,0.687,0.264599,0.239933,0.38515138282387185,0.3492474526928675,True
files-100-500,xitinblog.net,files-100-500/xitinblog.net,delegation-heavy,A_UPDATE,0.326,0.222776,0.182102,0.683361963190184,0.5585950920245399,True
files-100-500,xitinblog.net,files-100-500/xitinblog.net,delegation-heavy,NS_UPDATE,0.416,0.220798,0.197587,0.5307644230769231,0.47496875000000005,False
files-100-500,xoom.it,files-100-500/xoom.it,delegation-heavy,A_ADD,0.7240000000000001,0.212204,0.182571,0.2930994475138121,0.2521698895027624,True
files-100-500,xoom.it,files-100-500/xoom.it,delegation-heavy,A_UPDATE,0.47300000000000003,0.202197,0.168647,0.4274778012684989,0.35654756871035936,True
files-100-500,xoom.it,files-100-500/xoom.it,delegation-heavy,NS_UPDATE,1.032,0.188763,0.171033,0.18290988372093023,0.16572965116279068,False
files-100-500,xsrv.jp,files-100-500/xsrv.jp,delegation-heavy,A_ADD,0.962,0.210074,0.216447,0.2183721413721414,0.22499688149688152,True
files-100-500,xsrv.jp,files-100-500/xsrv.jp,delegation-heavy,A_UPDATE,0.737,0.184173,0.175513,0.2498955223880597,0.23814518317503394,True
files-100-500,xsrv.jp,files-100-500/xsrv.jp,delegation-heavy,NS_UPDATE,0.512,0.19925,0.183973,0.38916015625,0.35932226562499997,False
files-100-500,yahoo.com,files-100-500/yahoo.com,rewrite-heavy,A_ADD,0.655,2.850254,2.914897,4.351532824427481,4.450224427480916,False
files-100-500,yahoo.com,files-100-500/yahoo.com,rewrite-heavy,A_UPDATE,0.010000000000000002,2.29937,2.582592,229.93699999999995,258.25919999999996,False
files-100-500,yahoo.com,files-100-500/yahoo.com,rewrite-heavy,NS_UPDATE,0.013999999999999999,2.401627,2.713977,171.54478571428572,193.8555,False
files-100-500,yahoo.com,files-100-500/yahoo.com,rewrite-heavy,CNAME_UPDATE,0.37,2.939311,2.48146,7.944083783783784,6.706648648648649,False
files-100-500,yale.edu,files-100-500/yale.edu,rewrite-heavy,A_ADD,0.193,0.31672,0.201456,1.6410362694300518,1.0438134715025906,True
files-100-500,yale.edu,files-100-500/yale.edu,rewrite-heavy,A_UPDATE,0.007,0.192921,0.181099,27.560142857142857,25.871285714285715,True
files-100-500,yale.edu,files-100-500/yale.edu,rewrite-heavy,NS_UPDATE,0.008,0.337921,0.208508,42.240125,26.063499999999998,False
files-100-500,yale.edu,files-100-500/yale.edu,rewrite-heavy,CNAME_UPDATE,0.062,0.991808,0.850062,15.996903225806452,13.71067741935484,False
files-100-500,yorku.ca,files-100-500/yorku.ca,rewrite-heavy,A_ADD,1.095,1.156222,1.038448,1.0559105022831052,0.9483543378995435,False
files-100-500,yorku.ca,files-100-500/yorku.ca,rewrite-heavy,A_UPDATE,0.786,1.379915,1.194156,1.7556170483460558,1.5192824427480915,False
files-100-500,yorku.ca,files-100-500/yorku.ca,rewrite-heavy,NS_UPDATE,0.684,1.212631,1.374285,1.7728523391812865,2.009188596491228,False
files-100-500,yorku.ca,files-100-500/yorku.ca,rewrite-heavy,CNAME_UPDATE,0.9580000000000001,1.426389,1.210302,1.4889237995824633,1.2633632567849686,False
files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,delegation-heavy,A_ADD,1.1749999999999998,0.258681,0.23942,0.22015404255319151,0.2037617021276596,True
files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,delegation-heavy,A_UPDATE,0.40700000000000003,0.19974,0.247677,0.4907616707616707,0.6085429975429976,True
files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,delegation-heavy,NS_UPDATE,1.8559999999999999,0.259976,0.179782,0.14007327586206897,0.09686530172413793,False
files-100-500,yourprospex.com,files-100-500/yourprospex.com,delegation-heavy,A_ADD,0.174,0.196971,0.198041,1.1320172413793104,1.1381666666666668,True
files-100-500,yourprospex.com,files-100-500/yourprospex.com,delegation-heavy,A_UPDATE,0.059,0.19107,0.234376,3.2384745762711864,3.972474576271187,True
files-100-500,yourprospex.com,files-100-500/yourprospex.com,delegation-heavy,NS_UPDATE,0.24100000000000002,0.353095,0.227466,1.4651244813278006,0.9438423236514523,False
files-100-500,za.net,files-100-500/za.net,rewrite-heavy,A_ADD,0.747,0.239251,0.337813,0.3202824631860776,0.45222623828647923,True
files-100-500,za.net,files-100-500/za.net,rewrite-heavy,A_UPDATE,0.589,0.399399,0.20543,0.6780967741935484,0.34877758913412565,True
files-100-500,za.net,files-100-500/za.net,rewrite-heavy,NS_UPDATE,0.862,0.253457,0.226044,0.2940336426914153,0.2622320185614849,False
files-100-500,za.net,files-100-500/za.net,rewrite-heavy,CNAME_UPDATE,0.484,0.517805,0.682035,1.069845041322314,1.4091632231404958,False
files-100-500,zgora.pl,files-100-500/zgora.pl,delegation-heavy,A_ADD,0.161,0.614136,0.731237,3.8145093167701862,4.541844720496894,False
files-100-500,zgora.pl,files-100-500/zgora.pl,delegation-heavy,A_UPDATE,0.006,0.528867,0.641451,88.1445,106.9085,False
files-100-500,zgora.pl,files-100-500/zgora.pl,delegation-heavy,NS_UPDATE,0.006,0.811722,0.701706,135.287,116.95100000000001,False
files-100-500,zgora.pl,files-100-500/zgora.pl,delegation-heavy,CNAME_UPDATE,0.081,0.689333,0.853207,8.510283950617284,10.53341975308642,False
files-100-500,zhp.pl,files-100-500/zhp.pl,delegation-heavy,A_ADD,0.5730000000000001,0.255927,0.212316,0.4466439790575916,0.3705340314136125,True
files-100-500,zhp.pl,files-100-500/zhp.pl,delegation-heavy,A_UPDATE,0.399,0.21659,0.203962,0.5428320802005012,0.5111829573934837,True
files-100-500,zhp.pl,files-100-500/zhp.pl,delegation-heavy,NS_UPDATE,0.991,0.429837,0.244067,0.43374066599394556,0.2462835519677094,False
files-100-500,zhp.pl,files-100-500/zhp.pl,delegation-heavy,CNAME_UPDATE,0.969,0.638414,0.649425,0.6588379772961817,0.6702012383900929,False
